year,month,siteid,UNIT_NAME,pud,tud,aud,eud,d2p
2019,Dec,NAT_109,Mt. Hood National Forest,8,71,217,9,2019-12-15
2019,Dec,NAT_110,Gifford Pinchot National Forest,6,26,79,6,2019-12-15
2019,Dec,NAT_111,Francis Marion and Sumter National Forests,0,8,89,38,2019-12-15
2019,Dec,NAT_112,National Forests in North Carolina,10,88,757,49,2019-12-15
2019,Dec,NAT_113,National Forests in Mississippi,1,9,11,10,2019-12-15
2019,Dec,NAT_114,Umpqua National Forest,0,7,19,1,2019-12-15
2019,Dec,NAT_115,Land Between the Lakes National Recreation Area,1,3,28,6,2019-12-15
2019,Dec,NAT_116,Mark Twain National Forest,2,4,52,5,2019-12-15
2019,Dec,NAT_117,Hiawatha National Forest,0,3,1,12,2019-12-15
2019,Dec,NAT_118,Daniel Boone National Forest,6,15,161,13,2019-12-15
2019,Dec,NAT_119,George Washington and Jefferson National Forest,4,33,202,38,2019-12-15
2019,Dec,NAT_120,Cherokee National Forest,2,18,187,9,2019-12-15
2019,Dec,NAT_121,National Forests in Texas,0,10,58,42,2019-12-15
2019,Dec,NAT_122,Chequamegon-Nicolet National Forest,1,4,2,33,2019-12-15
2019,Dec,NAT_123,Wayne National Forest,0,1,7,9,2019-12-15
2019,Dec,NAT_124,Hoosier National Forest,0,4,57,10,2019-12-15
2019,Dec,NAT_125,Huron-Manistee National Forest,2,170,10,26,2019-12-15
2019,Dec,NAT_126,Superior National Forest,1,9,6,16,2019-12-15
2019,Dec,NAT_127,Shawnee National Forest,4,7,37,8,2019-12-15
2019,Dec,NAT_128,Chippewa National Forest,1,0,0,3,2019-12-15
2019,Dec,NAT_129,Monongahela National Forest,4,27,37,13,2019-12-15
2019,Dec,NAT_130,Ottawa National Forest,0,7,1,2,2019-12-15
2019,Dec,NAT_131,National Forests in Florida,0,12,44,59,2019-12-15
2019,Dec,NAT_132,Chattahoochee-Oconee National Forests,16,43,473,26,2019-12-15
2019,Dec,NAT_133,National Forests in Alabama,1,5,71,8,2019-12-15
2019,Dec,NAT_134,Midewin National Tallgrass Prairie,1,0,0,12,2019-12-15
2019,Dec,NAT_135,Chugach National Forest,6,73,14,40,2019-12-15
2019,Dec,NAT_136,Parker River National Wildlife Refuge,7,3,1,191,2019-12-15
2019,Dec,NAT_137,Baskett Slough National Wildlife Refuge,0,0,1,50,2019-12-15
2019,Dec,NAT_138,Rocky Mountain Arsenal National Wildlife Refuge,5,67,9,78,2019-12-15
2019,Dec,NAT_139,Pinckney Island National Wildlife Refuge,1,1,2,44,2019-12-15
2019,Dec,NAT_140,Ridgefield National Wildlife Refuge,2,0,1,62,2019-12-15
2019,Dec,NAT_141,Arthur R. Marshall Loxahatchee National Wildlife Refuge,8,3,1,90,2019-12-15
2019,Dec,NAT_142,San Diego National Wildlife Refuge,0,15,35,5,2019-12-15
2019,Dec,NAT_143,Okefenokee National Wildlife Refuge,0,3,2,9,2019-12-15
2019,Dec,NAT_144,Harris Neck National Wildlife Refuge,1,0,0,27,2019-12-15
2019,Dec,NAT_145,Tijuana Slough National Wildlife Refuge,0,1,0,28,2019-12-15
2019,Dec,NAT_146,Wolf Creek National Fish Hatchery,0,0,0,1,2019-12-15
2020,Jan,NAT_001,Great Smoky Mountains National Park,6,52,547,67,2020-01-15
2020,Jan,NAT_002,Lincoln Memorial,10,78,0,1,2020-01-15
2020,Jan,NAT_003,Grand Canyon National Park,10,222,227,94,2020-01-15
2020,Jan,NAT_004,World War II Memorial,2,9,0,0,2020-01-15
2020,Jan,NAT_005,Rocky Mountain National Park,7,55,568,54,2020-01-15
2020,Jan,NAT_006,Vietnam Veterans Memorial,4,5,0,0,2020-01-15
2020,Jan,NAT_007,Independence National Historical Park,2,46,0,2,2020-01-15
2020,Jan,NAT_008,Zion National Park,17,19,371,41,2020-01-15
2020,Jan,NAT_009,Yosemite National Park,9,195,296,32,2020-01-15
2020,Jan,NAT_010,Castle Clinton National Monument,1,2,0,0,2020-01-15
2020,Jan,NAT_011,Statue Of Liberty National Monument,3,181,0,3,2020-01-15
2020,Jan,NAT_012,Yellowstone National Park,47,93,33,58,2020-01-15
2020,Jan,NAT_013,San Francisco Maritime National Historical Park,8,18,0,8,2020-01-15
2020,Jan,NAT_014,Korean War Veterans Memorial,1,6,0,0,2020-01-15
2020,Jan,NAT_015,"Martin Luther King, Jr., Memorial",1,126,0,0,2020-01-15
2020,Jan,NAT_016,Acadia National Park,2,12,42,87,2020-01-15
2020,Jan,NAT_017,Grand Teton National Park,8,44,15,14,2020-01-15
2020,Jan,NAT_018,Chattahoochee River National Recreation Area,3,23,297,196,2020-01-15
2020,Jan,NAT_019,Delaware Water Gap National Recreation Area,4,58,153,26,2020-01-15
2020,Jan,NAT_020,Colonial National Historical Park,2,19,5,67,2020-01-15
2020,Jan,NAT_021,Franklin Delano Roosevelt Memorial,1,1,0,24,2020-01-15
2020,Jan,NAT_022,Olympic National Park,7,46,66,19,2020-01-15
2020,Jan,NAT_023,Boston National Historical Park,4,12,0,1,2020-01-15
2020,Jan,NAT_024,Thomas Jefferson Memorial,3,4,3,0,2020-01-15
2020,Jan,NAT_025,Glacier National Park,3,29,15,10,2020-01-15
2020,Jan,NAT_026,Joshua Tree National Park,17,86,636,117,2020-01-15
2020,Jan,NAT_027,Cape Hatteras National Seashore,8,14,3,225,2020-01-15
2020,Jan,NAT_028,Bryce Canyon National Park,14,21,118,6,2020-01-15
2020,Jan,NAT_029,Rock Creek Park,5,15,68,42,2020-01-15
2020,Jan,NAT_030,Assateague Island National Seashore,4,7,5,249,2020-01-15
2020,Jan,NAT_031,Valley Forge National Historical Park,1,14,121,40,2020-01-15
2020,Jan,NAT_032,Cuyahoga Valley National Park,7,44,251,198,2020-01-15
2020,Jan,NAT_033,Indiana Dunes National Park,3,7,50,38,2020-01-15
2020,Jan,NAT_034,Gateway Arch National Park,4,54,1,3,2020-01-15
2020,Jan,NAT_035,Mount Rushmore National Memorial,2,11,1,0,2020-01-15
2020,Jan,NAT_036,Canaveral National Seashore,5,6,1,276,2020-01-15
2020,Jan,NAT_037,Arches National Park,8,25,95,8,2020-01-15
2020,Jan,NAT_038,Sleeping Bear Dunes National Lakeshore,1,2,18,19,2020-01-15
2020,Jan,NAT_039,Custer National Forest,1,15,16,7,2020-01-15
2020,Jan,NAT_040,Gallatin National Forest,3,34,48,21,2020-01-15
2020,Jan,NAT_041,Helena National Forest,2,11,3,17,2020-01-15
2020,Jan,NAT_042,Humboldt-Toiyabe National Forest -  Spring Mountains NRA,0,32,58,11,2020-01-15
2020,Jan,NAT_043,Humboldt-Toiyabe National Forest - Outside Spring Mountains NRA,8,78,147,33,2020-01-15
2020,Jan,NAT_044,Lewis and Clark National Forest,0,12,6,0,2020-01-15
2020,Jan,NAT_045,Medicine Bow National Forest,0,23,8,11,2020-01-15
2020,Jan,NAT_046,Routt National Forest,2,43,33,18,2020-01-15
2020,Jan,NAT_047,Tongass National Forest-Juneau and Admiralty National Monument,1,11,5,27,2020-01-15
2020,Jan,NAT_048,"Tongass National Forest-Ketchikan Misty, Craig, and Thorne Bay",0,6,1,4,2020-01-15
2020,Jan,NAT_049,Tongass National Forest-Sitka and Hoonah,0,22,3,19,2020-01-15
2020,Jan,NAT_050,"Tongass National Forest-Yakutat, Petersburg, and Wrangell",0,15,0,6,2020-01-15
2020,Jan,NAT_051,White River National Forest,23,339,219,47,2020-01-15
2020,Jan,NAT_052,"Grand Mesa, Uncompahgre and Gunnison National Forests",3,41,18,25,2020-01-15
2020,Jan,NAT_053,Shoshone National Forest,0,22,0,11,2020-01-15
2020,Jan,NAT_054,Nebraska National Forest,1,6,0,11,2020-01-15
2020,Jan,NAT_055,San Juan National Forest,1,21,25,6,2020-01-15
2020,Jan,NAT_056,Black Hills National Forest,1,14,57,10,2020-01-15
2020,Jan,NAT_057,Bighorn National Forest,1,17,2,7,2020-01-15
2020,Jan,NAT_058,Pike and San Isabel National Forests,4,316,334,96,2020-01-15
2020,Jan,NAT_059,Carson National Forest,5,18,21,0,2020-01-15
